,,,,,,,,,,,,,,,,,,,,,,,,,,,Prereq's,150 min. 
WFM Ent,QM 
Trans bot (speech),Non Speech Customers,Rec +
voice capture,Saas has Voice Capture,includes Trans,requires trans,requires trans
BusComm Incorporated,UMSL - Police Department,Under 150,,9,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,0,,,,,,,,,0
BusComm Incorporated,Chester Police Department,Under 150,,9,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,0,,,,,,,,,0
BusComm Incorporated,East Prairie Police Department,Under 150,,9,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,0,,,,,,,,,0
BusComm Incorporated,Rockhurst University,Under 150,,9,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,0,,,,,,,,,0
BusComm Incorporated,SSM Saint Joseph Health Center (St. Charles),Under 150,,9,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,0,,,,,,,,,0
BusComm Incorporated,SSM St. Clare Health Center,Under 150,,9,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,0,,,,,,,,,0
"Capture Technologies, Inc.",Chino Valley Medical Center,Under 150,,9,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,0,,,,,,,,,0
"Capture Technologies, Inc.",Pima Community College,Under 150,,9,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,0,,,,,,,,,0
"Capture Technologies, Inc.",Santa Rosa Junior College Police Department,Under 150,,9,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,0,,,,,,,,,0
"Capture Technologies, Inc.",Kaiser Permanente,Under 150,,9,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,0,,,,,,,,,0
"Capture Technologies, Inc.",Mojave Air and Space Port,Under 150,,9,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.","Boulder City, NV",Under 150,,9,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Maimonides Medical Center,Under 150,,8,Term,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,960,960
Avaya LLC,EAJ Assistance Services Canada,Under 150,,8,Perpetual,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,960,960
"BEI Holdings, Inc. (DBA: Business Electronics)",Wolcott Police Department,Under 150,,8,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)",Stratford Fire Department,Under 150,,8,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,,,0,,,,,,,,,0
"IPC Systems, Inc.",Excel Energy,Under 150,,8,Perpetual,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,960,960
"IPC Systems, Inc.","ARTISAN PARTNERS, LP",Under 150,,8,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",URM Stores Inc,Under 150,,8,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Woori America Bank,Under 150,,8,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Yukon Energy Corporation,Under 150,,8,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Shawnee Mission School District,Under 150,,7,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Great Plains Health,Under 150,,7,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Global Medical Response (fka Air Medical Group Holdings (AMGH)),Under 150,,7,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,,0,,,,,,,,,0
Avaya LLC,FRESHTIX,Under 150,,6,SaaS,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Kova Corporation,Howard County 911,Under 150,,6,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)",Quincy Fire Department,Under 150,,6,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)",Woodbridge Fire Department,Under 150,,6,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",National Institutes of Health (NIH),Under 150,,6,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Pueblo County,Under 150,,6,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Conflulytics,Under 150,,6,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Department of Veterans Affairs,Under 150,,6,Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Carolina East Medical Center,Under 150,,5,Term,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,600,600
Avaya LLC,Michael Garron Hospital,Under 150,,5,SaaS,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,New Era Technology,Under 150,,5,SaaS,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Bessette - Createur de confort,Under 150,,5,SaaS,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
WTI Holdings LLC dba Waterfield Technologies,Federal Reserve Bank,Under 150,,5,Perpetual,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1200,,,,,,,,,1200
May Day Communications Inc.,Town of Brookhaven,Under 150,,5,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Ortho Clinical Diagnostics,Under 150,,4,Perpetual,0,2,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,,,960,480,240,,,,,,240,1920
Avaya LLC,NB Power Corporation,Under 150,,4,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC","Sloan Global Holdings, LLC",Under 150,,4,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Broadmead Care,Under 150,,4,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Port Moody Police Department,Under 150,,4,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,0,,,,,,,,,0
BT Americas Inc.,Commerzbank AG New York,Under 150,,3,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Indigo Sky Casino,Under 150,,3,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",University of North Carolina School of the Arts (UNCSA),Under 150,,3,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,,0,,,,,,,,,0
"Social Edge Consulting, LLC","Analog Devices, Inc.",Under 150,,3,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,0,,,,,,,,,0
BusComm Incorporated,Global Medical Response (fka Air Medical Group Holdings (AMGH)),Under 150,,3,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,Clarion University of Pennsylvania,Under 150,,2,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",US Marine Corps,Under 150,,2,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,0,,,,,,,,,0
"IPC Systems, Inc.",Berenberg Bank,Under 150,,2,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,0,,,,,,,,,0
"IPC Systems, Inc.",Henderson Global Investors,Under 150,,2,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",New York Blood Center,Under 150,,2,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,0,,,,,,,,,0
"Social Edge Consulting, LLC",BUILD Initiative TSNE,Under 150,,2,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,0,,,,,,,,,0
"Insight Direct USA, Inc.","Chevron U.S.A Inc., acting through its Chevron Products Company division",Under 150,,2,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,0,,,,,,,,,0
"ADS Alliance Data Systems, Inc","Comenity Servicing, LLC",Under 150,,2,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,0,,,,,,,,,0
Dell Marketing LP,Quest Software Inc.,Under 150,,2,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Santa Rosa CA Police Department,Under 150,,2,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,0,,,,,,,,,0
Talbots,"Premium Brands Services, LLC",Under 150,,2,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,CAA - Q9 Brampton,Under 150,,1,Perpetual,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,120,120
Avaya LLC,Humber River Hospital,Under 150,,1,Term,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,UMASS Medical School,Under 150,,1,Term,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Forbes Hospital,Under 150,,1,Term,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"ConvergeOne, Inc",Texas Mutual Insurance,Under 150,,1,Perpetual,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,120,120
Sound Communications Inc.,The Cleveland Clinic Foundation,Under 150,,1,Term,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)",Trinity College,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,0
"IPC Systems, Inc.",Intact Financial Corporation,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC","Interval International, Inc.",Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Keys Energy Services,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,,,,,,,,,0
May Day Communications Inc.,Floral Park Police Department,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,0
"Social Edge Consulting, LLC","Newsela, Inc",Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,0
"Social Edge Consulting, LLC",National Information Solutions Cooperative (NISC),Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,0
"Social Edge Consulting, LLC",SugarCRM,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,0
"Social Edge Consulting, LLC",Georgian Partners,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,0
"Social Edge Consulting, LLC",Start Early,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,0
"Social Edge Consulting, LLC",GMB Architecture and Engineering,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,0
"Social Edge Consulting, LLC",Health Catalyst,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,0
Affinion Group,Trilegiant Corporation,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,,,,,,,0
"Goserco, Inc.",AT&T - Oceanside Police Department,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,0
"cxLoyalty. Inc.,",Trilegiant Corporation,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,,,,,,,0
Emerson Electric Co.,Emerson Process Management,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,0
Shoregroup Solutions LLC,Yale New Haven Hospital,Under 150,,1,Perpetual,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Intrado Life & Safety Canada, Inc.",State of Delaware,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,0
Alamo City Engineering Services Inc,Defense Information Systems Agency,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,0
"Autozone, Inc.","Autozone Parts, Inc.",Under 150,,1,Perpetual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,0
Arrias Technical Solutions Inc.,Greater Toronto Airport Authority,Under 150,,1,Perpetual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,0
"Aveva Software, LLC.","Invensys System, Inc.",Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,0
"Connexions Loyalty Acquisition, LLC",Trilegiant Corporation,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Northern Arizona University Police Department,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",City of Manchester,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Combined Regional Communications Authority,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Santa Clara Valley Transportation Authority,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Flagstaff Police Department,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Virginia State Police,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Lee County GA E911,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Lowndes County E-911,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,0
"Torch Technologies, Inc.",Defense Information Systems Agency,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,0
Trace Systems Inc,Defense Information Systems Agency,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,0
Leidos Innovations Corp.,Defense Information Systems Agency,Under 150,,1,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,CLAY COUNTY ELECTRIC,Under 150,,0,Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Meridian IT Inc.,Under 150,,0,Perpetual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,"Intlx Solutions, LLC",Under 150,,0,SaaS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Cognizant Technology Solutions US Corporation,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,ConvergeOne Inc.,Under 150,,0,SaaS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Journey.AI,Under 150,,0,SaaS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,University of Pennsylvania - Penn Medicine at Rittenhouse,Under 150,,0,Perpetual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,CAA South Central Ontario Systems and Services Inc.,Under 150,,0,Perpetual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Accelerated Learning,Under 150,,0,SaaS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Stein Lodge,Under 150,,0,SaaS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,DHL Express (USA) Inc.,Under 150,,0,Perpetual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Victory Auto Group,Under 150,,0,SaaS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Accenture,Under 150,,0,Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,"AMC Technology, LLC",Under 150,,0,SaaS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Interactive Northwest Inc,Under 150,,0,SaaS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"ConvergeOne, Inc","EGS Financial Care, Inc. fka NCO Financial Systems, Inc.",Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"ConvergeOne, Inc","Total System Services, Inc. (TSYS)",Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Carousel Industries of North America,Automobile Club of Southern California,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Cisco Systems, Inc.",Speedway LLC,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Cisco Systems, Inc.","Quantum Health, Inc.",Under 150,,0,Perpetual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",US Naval War College,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",United States Army Recruiting Command,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.","U.S. Department of Health and Human Services (NIH, NICHD)",Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",DC Public Library,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",US Coast Guard HQ Washington DC,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",Defense Health Agency,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",Defense Manpower Data Center (DMDC),Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",U.S. Office of Personnel Management,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",Defense Travel Management Office-Pentagon,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",US Army Public Health - MEDCOM,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",Federal Bureau of Investigation,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",US Equal Employment Opportunity Commission,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",FEDERAL HIGHWAY ADMINISTRATION - DOT,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",USAF EXPEDITIONARY CENTER,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",Federal Law Enforcement Training Center,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",U.S. Department of Health and Human Services (NIH NHLBI),Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",HHS ROCKVILLE HR CENTER (CDC),Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",U.S. Department of Treasury (U.S. Mint),Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",Human Resource Command HRC Fort Knox,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",U.S. Securities and Exchange Commission,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",US Army - US MEPCOM,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",Immigration and Customs Enforcement - Dept of Homeland Security,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",US Army TRADOC,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",US Department of Homeland Security,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",Naval Inspector General,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",NEXCOM Navy Exchange,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",US Navy Sexual Assault Prevention Response Office (SAPRO),Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Immix Technology, Inc.",Army Reserve Command,Under 150,,0,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
